Date,Close,Volume
2026-01-765,-0.79,17095
2026-01-766,-0.04,9916
2026-01-767,-0.22,10178
2026-01-768,0.79,25058
2026-01-769,0.77,12750
2026-01-770,-0.93,23729
2026-01-771,-0.19,2995
2026-01-772,-0.22,24676
2026-01-773,0.53,20899
2026-01-774,0.84,15565
2026-01-775,-0.07,13608
2026-01-776,0.72,11243
2026-01-777,0.29,7514
2026-01-778,0.68,5055
2026-01-779,0.91,5973
2026-01-780,0.22,6748
2026-01-781,-0.49,10986
2026-01-782,0.44,16446
2026-01-783,0.77,26517
2026-01-784,-0.71,29916
2026-01-785,-0.26,15791
2026-01-786,-0.31,22912
2026-01-787,0.46,30693
2026-01-788,-0.09,9815
2026-01-789,0.49,26857
2026-01-790,-0.6,26052
2026-01-791,-0.64,8551
2026-01-792,-0.13,31226
2026-01-793,0.62,16955
2026-01-794,0.83,8394
2026-01-795,0.8,16097
2026-01-796,-0.35,27065
2026-01-797,0.13,9261
2026-01-798,0.78,21078
2026-01-799,-0.22,14140
2026-01-800,-0.89,31947
2026-01-801,-0.55,170
2026-01-802,0.75,13489
2026-01-803,0.5,6149
2026-01-804,0.33,13865
2026-01-805,-0.86,17282
2026-01-806,-0.93,27432
2026-01-807,-0.04,16367
2026-01-808,0.22,4882
2026-01-809,-0.9,17641
2026-01-810,-0.69,2187
2026-01-811,0.05,6479
2026-01-812,0.21,6538
2026-01-813,0.51,19447
2026-01-814,-0.92,9646
2026-01-815,-0.24,25759
2026-01-816,0.89,30422
2026-01-817,-0.34,8486
2026-01-818,-0.45,2028
2026-01-819,-0.86,4860
2026-01-820,-0.47,11777
2026-01-821,0.48,12503
2026-01-822,-0.39,22431
2026-01-823,-0.18,12455
2026-01-824,0.97,22106
2026-01-825,0.52,15821
2026-01-826,-0.04,26281
2026-01-827,-0.79,24455
2026-01-828,0.47,27124
2026-01-829,0.18,9135
2026-01-830,0.76,1774
2026-01-831,-0.41,24998
2026-01-832,-0.26,9253
2026-01-833,0.22,10635
2026-01-834,-0.57,28888
2026-01-835,0.53,13232
2026-01-836,0.47,28680
2026-01-837,0.26,25678
2026-01-838,-0.5,14801
2026-01-839,0.61,14199
2026-01-840,-0.45,26363
2026-01-841,0.16,10573
2026-01-842,0.61,23245
2026-01-843,-0.27,28274
2026-01-844,0.5,24353
2026-01-845,0.81,4287
2026-01-846,-0.01,18110
2026-01-847,-0.57,17465
2026-01-848,0.72,2529
2026-01-849,0.81,2112
2026-01-850,-0.24,4381
2026-01-851,-0.53,26890
2026-01-852,-0.29,8805
2026-01-853,0.72,30032
2026-01-854,0.89,9320
2026-01-855,0.65,15431
2026-01-856,-0.42,11293
2026-01-857,-0.94,26578
2026-01-858,0.48,2206
2026-01-859,0.71,18166
2026-01-860,0.96,16697
2026-01-861,-0.8,23694
2026-01-862,0.29,14788
2026-01-863,0.09,17984
2026-01-864,0.69,28978
2026-01-865,-0.83,4015
2026-01-866,-0.74,3684
2026-01-867,0.68,17906
2026-01-868,0.28,12097
2026-01-869,0.18,24390
2026-01-870,0.99,11785
2026-01-871,-0.14,19199
2026-01-872,-0.8,20710
2026-01-873,-0.29,15813
2026-01-874,-0.85,6085
2026-01-875,0.18,3580
2026-01-876,0.31,7267
2026-01-877,0.87,13444
2026-01-878,0.86,14507
2026-01-879,0.6,17827
2026-01-880,-0.26,26431
2026-01-881,0.52,30271
2026-01-882,-0.32,4693
2026-01-883,-0.15,337
2026-01-884,0.11,17604
2026-01-885,-0.23,406
2026-01-886,0.68,29022
2026-01-887,-0.87,5000
2026-01-888,0.42,17537
2026-01-889,-0.62,21388
2026-01-890,0.55,13289
2026-01-891,-0.53,3181
2026-01-892,-0.07,16584
2026-01-893,0.87,10761
2026-01-894,-0.07,8217
2026-01-895,0.01,17482
2026-01-896,-0.53,15665
2026-01-897,0.53,22104
2026-01-898,-0.16,19095
2026-01-899,0.25,30221
2026-01-900,0.64,21781
2026-01-901,-0.28,8106
2026-01-902,-0.44,3343
2026-01-903,0.93,27080
2026-01-904,-0.2,14868
2026-01-905,-0.89,13713
2026-01-906,0.68,3251
2026-01-907,-0.84,12079
2026-01-908,0.68,17040
2026-01-909,0.31,12933
2026-01-910,0.79,20663
2026-01-911,-0.41,26653
2026-01-912,0.36,2095
2026-01-913,0.65,11874
2026-01-914,0.2,26835
2026-01-915,-0.2,8976
2026-01-916,-0.45,5725
2026-01-917,-0.29,24808
2026-01-918,0.59,9156
2026-01-919,-0.98,17832
2026-01-920,0.05,10440
2026-01-921,0.75,21562
2026-01-922,-0.15,21962
2026-01-923,-0.2,1836
2026-01-924,0.97,31202
2026-01-925,0.08,10080
2026-01-926,0.4,12076
2026-01-927,-0.42,31493
2026-01-928,0.4,8546
2026-01-929,-0.26,24773
2026-01-930,-0.03,8880
2026-01-931,0.35,11072
2026-01-932,-1,707
2026-01-933,0.55,20666
2026-01-934,0.41,23588
2026-01-935,-0.19,17168
2026-01-936,0.15,19396
2026-01-937,-0.75,1009
2026-01-938,-0.88,18136
2026-01-939,-0.45,18762
2026-01-940,-0.57,742
2026-01-941,-0.79,17922
2026-01-942,0.12,9248
2026-01-943,-0.82,27368
2026-01-944,0.17,9714
2026-01-945,-0.5,13290
2026-01-946,0.35,12759
2026-01-947,0.69,21895
2026-01-948,0.03,22640
2026-01-949,0.79,24199
2026-01-950,0.05,24791
2026-01-951,-0.39,8681
2026-01-952,-0.48,8753
2026-01-953,-0.67,32029
2026-01-954,0.87,7042
2026-01-955,-0.47,20083
2026-01-956,-0.8,15814
2026-01-957,0.18,12244
2026-01-958,-0.37,7229
2026-01-959,-0.48,18864
2026-01-960,0.69,30470
2026-01-961,-0.95,21047
2026-01-962,0.94,21487
2026-01-963,0.26,3276
2026-01-964,0.23,6540
2026-01-965,-0.21,23990
2026-01-966,0.88,24710
2026-01-967,-0.29,17945
